"baseMean","log2FoldChange","stat","pvalue","padj","B","symbol"
11.4,-0.263,-3.616,0.0005261,0.0055,-0.4547,"PRPF19"
9.447,-0.2631,-2.072,0.04149,0.1269,-4.342,"CDK5"
8.728,-0.2631,-2.44,0.01692,0.06637,-3.575,"RUFY2"
3.824,-0.2632,-0.4561,0.6496,0.804,-6.299,"GAL"
10.83,-0.2632,-1.848,0.06841,0.1815,-4.756,"RANGAP1"
5.681,-0.2633,-1.489,0.1405,0.3,-5.324,"FBXO16"
0.2267,-0.2634,-0.8877,0.3774,0.5702,-6.015,"HOXD12"
9.324,-0.2634,-2.436,0.01712,0.06691,-3.586,"C1orf52"
10.27,-0.2634,-2.233,0.02838,0.09637,-4.021,"ATXN7L3"
10.41,-0.2635,-2.545,0.01286,0.05431,-3.337,"PJA1"
9.808,-0.2635,-1.137,0.2589,0.4509,-5.769,"NBL1"
6.437,-0.2635,-2.342,0.02171,0.07937,-3.791,"TTLL11"
0.9686,-0.2636,-0.8576,0.3937,0.5847,-6.04,"C15orf28"
0.7276,-0.2637,-0.718,0.4749,0.6575,-6.148,"COX6A2"
9.546,-0.2637,-2.443,0.01682,0.0661,-3.57,"UTP14C"
11.67,-0.2638,-1.743,0.08523,0.2116,-4.933,"SELT"
10.92,-0.2638,-1.046,0.2987,0.4973,-5.866,"SEMA5A"
8.99,-0.2638,-2.397,0.01891,0.07183,-3.672,"C11orf54"
6.933,-0.2639,-2.051,0.04362,0.1312,-4.384,"ZNF431"
13.08,-0.264,-1.628,0.1075,0.2488,-5.117,"RPL18"
9.157,-0.264,-1.32,0.1907,0.3673,-5.552,"ARVCF"
8.974,-0.264,-0.5778,0.565,0.7349,-6.237,"LHFPL4"
6.217,-0.264,-1.2,0.2337,0.4208,-5.698,"ZNF677"
-0.7147,-0.2641,-2.185,0.03185,0.1049,-4.119,"CYP2A7"
9.409,-0.2641,-0.6061,0.5462,0.7198,-6.22,"KCNIP1"
10.94,-0.2644,-1.609,0.1116,0.2553,-5.146,"COX7B"
7.284,-0.2644,-1.919,0.05862,0.1625,-4.629,"ZNF682"
10.33,-0.2645,-2.339,0.02185,0.07977,-3.797,"SLC35A5"
11.99,-0.2645,-3.288,0.001507,0.01154,-1.418,"RAB6A"
4.104,-0.2647,-1.243,0.2177,0.4012,-5.648,"ZNF221"
2.314,-0.2647,-0.8283,0.41,0.5999,-6.064,"TDRD10"
2.174,-0.2649,-0.9239,0.3584,0.5506,-5.983,"MYO3B"
0.9165,-0.265,-1.025,0.3086,0.5077,-5.887,"LRRC19"
8.692,-0.2651,-2.423,0.0177,0.06859,-3.615,"LZIC"
5.502,-0.2651,-0.9458,0.3471,0.5408,-5.963,"CHRFAM7A"
7.163,-0.2652,-1.599,0.1138,0.259,-5.162,"RASIP1"
6.638,-0.2652,-1.85,0.06811,0.1809,-4.752,"ZNF669"
7.806,-0.2652,-1.792,0.07691,0.1968,-4.85,"ZNF493"
2.925,-0.2652,-0.553,0.5818,0.749,-6.251,"WNT2"
4.519,-0.2653,-1.107,0.2715,0.4661,-5.802,"CTXN2"
9.753,-0.2656,-2.887,0.005017,0.02743,-2.503,"KIAA1826"
7.759,-0.2658,-2.097,0.0392,0.122,-4.294,"ZNF439"
10.93,-0.2659,-2.889,0.004983,0.02729,-2.497,"SFRS7"
12.56,-0.2659,-1.669,0.09906,0.2349,-5.053,"FSCN1"
1.416,-0.2659,-0.7627,0.4479,0.6344,-6.115,"SULT1A2"
5.967,-0.266,-2.742,0.007549,0.03694,-2.867,"ZKSCAN3"
-0.498,-0.2661,-1.535,0.1288,0.2833,-5.258,"OR51B5"
9.603,-0.2661,-2.211,0.02996,0.1003,-4.067,"MRPS11"
9.536,-0.2661,-1.754,0.08329,0.2085,-4.915,"ALKBH7"
0.9377,-0.2661,-0.9295,0.3555,0.5477,-5.978,"KCNJ13"
8.202,-0.2662,-1.609,0.1115,0.2553,-5.146,"LOC388152"
10.81,-0.2662,-2.657,0.009532,0.04347,-3.073,"BMPR2"
1.672,-0.2664,-0.7801,0.4377,0.6259,-6.102,"LGALS4"
8.025,-0.2664,-1.678,0.09735,0.2319,-5.039,"C17orf106"
10.9,-0.2664,-2.281,0.02521,0.0885,-3.92,"GRHPR"
7.714,-0.2664,-2.119,0.03721,0.1175,-4.251,"LOC728743"
8.98,-0.2665,-2.449,0.01653,0.06533,-3.556,"DOM3Z"
7.785,-0.2665,-1.954,0.05426,0.1536,-4.565,"U2AF1L4"
5.981,-0.2665,-1.113,0.2691,0.463,-5.795,"TTN"
7.849,-0.2665,-2.154,0.03427,0.1107,-4.181,"INO80C"
0.3258,-0.2666,-0.9479,0.3461,0.54,-5.961,"CSAG3"
10.72,-0.2666,-2.439,0.01695,0.06647,-3.577,"WBP1"
-0.4966,-0.2666,-1.278,0.2051,0.3864,-5.605,"KRT77"
-0.8225,-0.2667,-2.216,0.02959,0.09949,-4.057,"C18orf20"
12.32,-0.2667,-2.946,0.004227,0.0242,-2.35,"XRCC6"
-0.6994,-0.2668,-1.535,0.1287,0.283,-5.257,"MYH13"
8.824,-0.267,-0.7843,0.4352,0.6235,-6.099,"GOLGA8B"
12.32,-0.267,-2.535,0.01323,0.0555,-3.361,"NGRN"
10.35,-0.2671,-2.76,0.007184,0.03578,-2.823,"LYRM2"
6.117,-0.2671,-1.892,0.06216,0.1696,-4.677,"PRR19"
8.693,-0.2672,-2.318,0.02301,0.08269,-3.841,"EXOSC4"
11.04,-0.2672,-2.517,0.01387,0.0574,-3.402,"PSMB5"
-0.5342,-0.2674,-1.249,0.2154,0.3989,-5.64,"PSG11"
9.944,-0.2674,-1.281,0.204,0.3848,-5.601,"LRRN3"
11.44,-0.2675,-1.914,0.05919,0.1636,-4.637,"BANF1"
11.78,-0.2676,-2.336,0.02202,0.08015,-3.803,"FBXL5"
6.678,-0.2676,-1.95,0.05472,0.1544,-4.572,"ZNF582"
9.255,-0.2676,-1.976,0.05164,0.1483,-4.524,"MED28"
6.841,-0.2677,-1.412,0.162,0.3304,-5.432,"ZNF418"
0.9693,-0.2678,-1.262,0.2106,0.3928,-5.624,"SLC6A4"
12.09,-0.2679,-1.501,0.1375,0.2958,-5.308,"ARNT2"
9.71,-0.2679,-2.273,0.02572,0.08972,-3.937,"UBR3"
10.97,-0.2679,-2.948,0.004209,0.02413,-2.346,"IP6K1"
8.377,-0.2681,-0.7565,0.4516,0.6374,-6.12,"IGSF21"
9.906,-0.2682,-2.396,0.01895,0.07193,-3.674,"GNRHR2"
11.46,-0.2683,-1.746,0.08477,0.211,-4.929,"UBL5"
10.75,-0.2684,-2.864,0.005361,0.02888,-2.562,"DNM1L"
-0.3757,-0.2685,-0.9389,0.3506,0.5438,-5.969,"CR2"
7.684,-0.2685,-1.5,0.1376,0.2958,-5.308,"GAL3ST3"
8.102,-0.2686,-2.017,0.04708,0.1386,-4.448,"NCRNA00219"
9.562,-0.2686,-3.267,0.00161,0.01205,-1.478,"GLRX5"
5.723,-0.2686,-1.286,0.2023,0.3826,-5.595,"FHL5"
9.807,-0.2688,-2.091,0.0397,0.1231,-4.305,"POLR2I"
-0.7132,-0.2689,-1.752,0.08369,0.2093,-4.918,"CFHR4"
9.517,-0.2689,-1.881,0.06363,0.1724,-4.696,"TRAPPC2L"
10.43,-0.2691,-2.38,0.01973,0.07412,-3.709,"SDHB"
6.442,-0.2691,-0.7725,0.4421,0.6294,-6.108,"PCDHGA4"
7.98,-0.2691,-0.6025,0.5486,0.7218,-6.223,"CHST9"
8.451,-0.2691,-1.69,0.09497,0.2279,-5.019,"DCBLD1"
-0.8061,-0.2691,-1.703,0.09245,0.2239,-4.998,"AKR1C4"
-0.613,-0.2691,-1.717,0.08988,0.2197,-4.976,"C3orf51"
7.206,-0.2692,-2.124,0.03681,0.1165,-4.241,"C6orf182"
11.69,-0.2692,-3.221,0.001857,0.01339,-1.608,"OCIAD1"
8.498,-0.2693,-0.7516,0.4545,0.6402,-6.124,"PRODH"
1.359,-0.2693,-0.8496,0.3981,0.5888,-6.047,"SYNGR4"
10.19,-0.2693,-2.571,0.01201,0.05156,-3.276,"RB1CC1"
9.17,-0.2696,-1.628,0.1075,0.2488,-5.117,"HDAC11"
7.689,-0.2699,-1.077,0.2848,0.4816,-5.834,"TAOK1"
10.01,-0.2702,-2.263,0.02636,0.09133,-3.958,"PPP2R5B"
10.38,-0.2705,-3.936,0.0001775,0.002566,0.5491,"ZC3H15"
10.76,-0.2707,-1.792,0.07692,0.1968,-4.851,"FARP1"
6.732,-0.2707,-1.096,0.2764,0.4718,-5.814,"STAMBPL1"
7.827,-0.2707,-2.367,0.02037,0.07592,-3.736,"EXOSC1"
-0.7376,-0.2708,-1.97,0.05233,0.1497,-4.536,"MUC15"
1.48,-0.2709,-1.043,0.3002,0.4989,-5.869,"C9orf131"
8.161,-0.2709,-3.233,0.001786,0.01301,-1.572,"TADA2A"
9.572,-0.271,-1.296,0.1988,0.3776,-5.582,"RPS26"
-0.7849,-0.271,-2.047,0.04398,0.132,-4.391,"LOC441601"
-0.543,-0.2711,-1.441,0.1535,0.319,-5.391,"POM121L2"
-0.7105,-0.2711,-1.703,0.0925,0.224,-4.998,"SNORA20"
7.973,-0.2711,-2.236,0.02818,0.09581,-4.015,"WDYHV1"
9.081,-0.2711,-1.723,0.08881,0.218,-4.966,"AGAP1"
6.166,-0.2712,-1.93,0.05714,0.1594,-4.608,"ZNF718"
12.34,-0.2713,-1.871,0.06507,0.1752,-4.715,"RPL10A"
-0.3862,-0.2714,-1.174,0.2437,0.4329,-5.727,"GPR50"
6.549,-0.2714,-1.717,0.08992,0.2198,-4.976,"POLR3G"
8.458,-0.2714,-1.787,0.07785,0.1984,-4.86,"FOXO4"
1.963,-0.2715,-0.8823,0.3803,0.5727,-6.019,"CA5A"
0.6468,-0.2715,-1.475,0.1442,0.3054,-5.344,"FLJ30679"
10.55,-0.2718,-2.788,0.006645,0.03381,-2.754,"DCTN5"
9.464,-0.2719,-2.891,0.00496,0.02719,-2.493,"SUDS3"
11.55,-0.272,-2.045,0.04416,0.1323,-4.394,"PHB2"
-0.6405,-0.2721,-1.695,0.0941,0.2265,-5.012,"PSG10"
9.249,-0.2723,-1.241,0.2182,0.4018,-5.649,"GNAZ"
8.521,-0.2723,-1.661,0.1007,0.2377,-5.066,"NUDT2"
5.842,-0.2723,-2.157,0.03401,0.1101,-4.175,"ZNF575"
5.438,-0.2724,-1.248,0.2158,0.399,-5.642,"ZNF121"
11.44,-0.2724,-3.054,0.003076,0.0192,-2.064,"USP5"
-0.693,-0.2726,-1.926,0.05772,0.1605,-4.616,"SERPINB10"
6.421,-0.2726,-2.268,0.02609,0.09071,-3.949,"TMEM20"
6.437,-0.2727,-0.9532,0.3434,0.5398,-5.956,"GRAMD1B"
7.755,-0.2727,-2.676,0.009062,0.04208,-3.029,"ZNF14"
3.472,-0.2728,-0.5676,0.5719,0.7402,-6.243,"DMRT2"
7.839,-0.273,-1.092,0.278,0.4739,-5.818,"ZDBF2"
6.247,-0.2731,-1.953,0.05436,0.1538,-4.567,"CCDC73"
8.282,-0.2732,-2.964,0.004015,0.02334,-2.303,"RMND1"
9.43,-0.2733,-2.366,0.02042,0.07602,-3.738,"EAPP"
3.302,-0.2733,-1.257,0.2124,0.3948,-5.63,"HSD17B13"
12.18,-0.2733,-2.846,0.005632,0.02991,-2.606,"SFRS3"
9.309,-0.2734,-1.716,0.09001,0.2199,-4.977,"C2orf7"
10.26,-0.2736,-1.396,0.1666,0.3355,-5.453,"MYEOV2"
8.564,-0.2738,-2.004,0.04849,0.1416,-4.472,"SNHG8"
8.554,-0.2738,-1.43,0.1567,0.3231,-5.407,"C17orf61"
10.85,-0.2738,-2.078,0.04092,0.1256,-4.33,"TNKS"
8.004,-0.2738,-2.158,0.03397,0.1101,-4.174,"C17orf86"
1.141,-0.2739,-0.7694,0.4439,0.6309,-6.11,"WNT9A"
-0.3464,-0.274,-1.299,0.1978,0.3765,-5.579,"DGKK"
9.007,-0.2741,-2.937,0.004339,0.02464,-2.373,"DCUN1D1"
9.337,-0.2742,-1.555,0.124,0.2759,-5.229,"DAGLA"
10.04,-0.2742,-2.211,0.0299,0.1002,-4.065,"MRPL12"
7.664,-0.2742,-2.052,0.04347,0.1309,-4.381,"PDCD2L"
10.18,-0.2743,-1.737,0.08622,0.2135,-4.942,"RBX1"
0.4565,-0.2744,-0.9573,0.3414,0.5385,-5.952,"SCEL"
3.11,-0.2745,-0.7614,0.4487,0.6351,-6.116,"PON3"
10.97,-0.2745,-2.171,0.03291,0.1075,-4.147,"POLE3"
4.947,-0.2746,-0.5218,0.6032,0.7669,-6.267,"PCDHGB5"
9.169,-0.2748,-2.49,0.01486,0.06043,-3.462,"RG9MTD1"
7.771,-0.2748,-1.516,0.1335,0.2902,-5.285,"PRRT3"
9.077,-0.2749,-2.407,0.01843,0.07057,-3.65,"USE1"
8.497,-0.275,-3.549,0.0006557,0.006438,-0.6569,"C12orf43"
6.741,-0.275,-1.422,0.1588,0.326,-5.417,"ZNF697"
9.765,-0.275,-1.472,0.1449,0.3063,-5.348,"RACGAP1"
0.7516,-0.2751,-1.023,0.3097,0.5087,-5.889,"SLC22A14"
10.52,-0.2751,-1.744,0.08507,0.2113,-4.932,"KAT2A"
8.268,-0.2752,-1.392,0.1677,0.3366,-5.458,"RNF208"
8.236,-0.2753,-0.5847,0.5604,0.7315,-6.233,"FAM64A"
6.921,-0.2755,-1.289,0.2012,0.3811,-5.591,"DLEU1"
7.888,-0.2756,-1.562,0.1224,0.2733,-5.218,"TMEM99"
10.96,-0.2757,-2.28,0.02528,0.08863,-3.922,"GIT1"
-0.7506,-0.2757,-1.941,0.0558,0.1566,-4.588,"LOC285194"
12.9,-0.2757,-1.569,0.1206,0.2703,-5.207,"RPS16"
11.18,-0.2758,-2.668,0.009252,0.04265,-3.047,"SAE1"
9.502,-0.2758,-2.034,0.04526,0.1345,-4.415,"RABEPK"
8.177,-0.2758,-0.7785,0.4386,0.6266,-6.104,"LGI4"
9.628,-0.2759,-1.894,0.06191,0.169,-4.674,"SARM1"
9.11,-0.2759,-1.739,0.08594,0.2131,-4.94,"FN3K"
6.882,-0.2759,-2.61,0.01082,0.04775,-3.185,"ZNF223"
7.987,-0.276,-2.288,0.02478,0.08738,-3.905,"ZNF785"
11.81,-0.276,-1.394,0.1673,0.3362,-5.456,"RPS29"
11.16,-0.2761,-2.197,0.03096,0.1027,-4.095,"YPEL5"
1.058,-0.2761,-0.6811,0.4978,0.6782,-6.173,"TMEM88B"
4.215,-0.2762,-0.7426,0.4599,0.6447,-6.13,"WNT4"
8.607,-0.2762,-0.7929,0.4302,0.6188,-6.092,"RAB11FIP4"
8.694,-0.2763,-1.307,0.1952,0.3734,-5.569,"CKS1B"
8.913,-0.2764,-1.549,0.1253,0.2778,-5.236,"KLHL13"
10.44,-0.2765,-2.362,0.02065,0.07656,-3.748,"ETFA"
9.947,-0.2766,-1.463,0.1473,0.3096,-5.36,"LSM2"
8.686,-0.2767,-1.993,0.0497,0.1442,-4.493,"JARID2"
8.87,-0.2769,-1.874,0.06457,0.1743,-4.708,"ALKBH2"
2.876,-0.277,-1.053,0.2958,0.4942,-5.859,"C3orf50"
8.446,-0.277,-2.555,0.01255,0.0533,-3.315,"SLC25A42"
-0.7472,-0.277,-2.05,0.04369,0.1313,-4.385,"SLC5A2"
11.78,-0.277,-3.002,0.003594,0.02149,-2.204,"UQCRC1"
11.05,-0.2771,-2.001,0.0488,0.1423,-4.478,"C6orf48"
7.604,-0.2772,-1.711,0.09105,0.2214,-4.986,"DCAF4"
4.742,-0.2774,-1.328,0.188,0.3641,-5.542,"SLC26A1"
-0.6823,-0.2776,-1.988,0.05029,0.1455,-4.503,"SNORA62"
11.3,-0.2777,-2.976,0.003876,0.02272,-2.272,"PSMB7"
6.134,-0.2778,-1.259,0.2119,0.3942,-5.628,"WNK3"
6.471,-0.2779,-0.5129,0.6095,0.7721,-6.272,"PCDHGA10"
10.64,-0.278,-2.726,0.007898,0.03826,-2.907,"MYST2"
9.317,-0.278,-2.344,0.02159,0.07912,-3.787,"ASCC1"
8.385,-0.2781,-2.86,0.005417,0.0291,-2.572,"TFAM"
10.3,-0.2781,-2.19,0.03147,0.1039,-4.109,"TRIM37"
11.62,-0.2781,-1.652,0.1025,0.241,-5.08,"ATP5G3"
3.588,-0.2784,-1.527,0.1308,0.2865,-5.269,"DEPDC4"
8.095,-0.2784,-1.528,0.1306,0.2862,-5.268,"PPP1R13B"
8.357,-0.2785,-1.632,0.1066,0.2475,-5.111,"ZNRD1"
6.966,-0.2785,-1.745,0.08492,0.2112,-4.93,"ZNF167"
-0.8108,-0.2785,-2.08,0.04077,0.1253,-4.327,"FAM9A"
6.054,-0.2787,-0.6583,0.5123,0.6907,-6.188,"FREM1"
10.11,-0.2788,-2.463,0.01595,0.06352,-3.524,"DTD1"
6.356,-0.279,-1.332,0.1866,0.3623,-5.536,"LOC100128288"
9.638,-0.279,-3.706,0.0003885,0.004427,-0.1754,"DYNC1LI1"
3.972,-0.2791,-0.8723,0.3857,0.5773,-6.028,"CHRM4"
-0.6373,-0.2791,-2.047,0.04401,0.132,-4.391,"C15orf50"
5.008,-0.2791,-0.7392,0.462,0.6461,-6.133,"PLEKHG4"
9.07,-0.2793,-2.003,0.04861,0.1419,-4.474,"FLJ42709"
9.704,-0.2794,-3.639,0.0004874,0.005196,-0.3843,"RPL7L1"
5.351,-0.2795,-0.4831,0.6303,0.7889,-6.286,"PCDHA11"
13.37,-0.2796,-1.466,0.1465,0.3086,-5.356,"TUBB2A"
9.286,-0.2797,-2.119,0.03725,0.1176,-4.251,"UQCRHL"
9.07,-0.2797,-2.896,0.004892,0.02689,-2.481,"ATL2"
9.041,-0.2798,-2.991,0.003706,0.02193,-2.232,"EIF4E"
0.1498,-0.2798,-0.948,0.346,0.54,-5.961,"SLC6A2"
-0.7643,-0.28,-1.353,0.1799,0.3533,-5.51,"LOC643955"
9.762,-0.28,-2.888,0.005001,0.02735,-2.5,"DCTN6"
9.082,-0.28,-2.732,0.007759,0.03779,-2.891,"DOLPP1"
9.257,-0.2801,-0.9742,0.3329,0.5317,-5.936,"TSPAN12"
7.849,-0.2803,-1.636,0.1058,0.246,-5.105,"CRADD"
9.907,-0.2804,-2.036,0.04515,0.1343,-4.413,"UBE2Q2"
7.933,-0.2805,-2.418,0.01793,0.06915,-3.626,"C10orf2"
8.709,-0.2805,-1.777,0.07937,0.2012,-4.876,"TBC1D10A"
-0.5264,-0.2805,-1.841,0.0694,0.1835,-4.767,"CYP3A7"
4.776,-0.2807,-1.322,0.19,0.3664,-5.55,"TCP10L"
9.096,-0.2807,-2.995,0.003662,0.02177,-2.221,"C12orf4"
2.455,-0.2808,-0.7401,0.4615,0.6456,-6.132,"DHDH"
-0.6786,-0.2808,-1.794,0.07672,0.1966,-4.848,"PBOV1"
-0.03106,-0.281,-1.319,0.1909,0.3675,-5.553,"TRIM55"
5.395,-0.281,-1.64,0.1049,0.2448,-5.098,"ACRC"
9.399,-0.281,-1.616,0.1101,0.2531,-5.136,"KSR1"
11.16,-0.2811,-2.852,0.00554,0.02959,-2.592,"PEX19"
9.058,-0.2813,-2.367,0.0204,0.07597,-3.738,"COG6"
9.604,-0.2813,-3.859,0.0002317,0.003103,0.3023,"MRPL30"
-0.7032,-0.2814,-1.128,0.2627,0.4554,-5.779,"LOC648691"
10.78,-0.2814,-3.339,0.001286,0.01035,-1.273,"FEM1B"
-0.7266,-0.2815,-1.862,0.06632,0.1778,-4.73,"FGF21"
7.119,-0.2815,-1.189,0.2381,0.4262,-5.711,"RALGPS2"
-0.356,-0.2815,-1.277,0.2053,0.3866,-5.606,"RNU4ATAC"
7.517,-0.2816,-2.004,0.04848,0.1416,-4.472,"C1D"
4.087,-0.2817,-0.9763,0.3319,0.5309,-5.934,"LOC286467"
8.247,-0.2817,-2.071,0.04163,0.1272,-4.345,"DTNB"
9.602,-0.2817,-2.337,0.02196,0.08005,-3.801,"FBXO3"
-0.1615,-0.2818,-1.081,0.283,0.4795,-5.83,"SLC30A8"
7.893,-0.2818,-2.47,0.01566,0.06265,-3.508,"USP35"
9.424,-0.2819,-2.19,0.03149,0.1039,-4.109,"TPP2"
9.133,-0.282,-3.402,0.001052,0.008986,-1.09,"ZNF451"
10.65,-0.2822,-2.448,0.0166,0.0655,-3.559,"COX5A"
9.041,-0.2822,-1.171,0.2452,0.4348,-5.732,"CBX6"
4.892,-0.2823,-1.178,0.2424,0.4315,-5.724,"LOC442421"
2.055,-0.2823,-0.9184,0.3612,0.5535,-5.988,"ROPN1"
9.087,-0.2824,-0.9424,0.3489,0.542,-5.966,"TLE2"
9.876,-0.2826,-3.038,0.003227,0.01982,-2.107,"ACAD8"
-0.1639,-0.2827,-1.239,0.2189,0.4026,-5.652,"BRS3"
10.12,-0.2828,-2.083,0.04052,0.1249,-4.322,"SNRNP25"
12.28,-0.2828,-2.662,0.009412,0.04313,-3.062,"NGFRAP1"
9.069,-0.2831,-2.027,0.04609,0.1363,-4.43,"RARS2"
1.241,-0.2833,-1.043,0.3002,0.4989,-5.869,"TCP11"
9.476,-0.2835,-0.9585,0.3408,0.5382,-5.951,"KLHL4"
6.398,-0.2836,-1.542,0.127,0.2803,-5.247,"MESP1"
8.84,-0.2836,-1.327,0.1882,0.3641,-5.543,"SEMA7A"
13.49,-0.2837,-2.998,0.003637,0.02164,-2.215,"LDHB"
0.9706,-0.2838,-1.172,0.2446,0.434,-5.73,"OR13A1"
0.5824,-0.2838,-1.145,0.2557,0.4475,-5.761,"KLHL33"
-0.3393,-0.2839,-1.516,0.1335,0.2902,-5.285,"TAS2R13"
10.25,-0.284,-0.7462,0.4577,0.6427,-6.128,"ARC"
3.992,-0.284,-0.7568,0.4514,0.6371,-6.12,"HCN4"
-0.4448,-0.2841,-1.504,0.1365,0.2945,-5.302,"CLDN16"
9.943,-0.2841,-2.272,0.02579,0.08992,-3.939,"RANBP1"
9.82,-0.2841,-1.259,0.2117,0.394,-5.628,"B4GALNT4"
9.543,-0.2842,-3.292,0.001488,0.01145,-1.406,"ARMCX1"
7.206,-0.2843,-1.518,0.1331,0.2899,-5.283,"PTPLB"
9.165,-0.2843,-2.418,0.01789,0.06904,-3.624,"RGPD6"
8.901,-0.2845,-3.176,0.002131,0.01475,-1.732,"MTX2"
3.645,-0.2845,-1.143,0.2567,0.4486,-5.763,"LOC168474"
9.445,-0.2845,-3.389,0.001097,0.009227,-1.128,"CEP57"
7.365,-0.2846,-3.204,0.001957,0.01383,-1.655,"ZNF34"
-0.2481,-0.2847,-1.18,0.2417,0.4307,-5.722,"SLC22A25"
-0.0927,-0.2847,-0.8994,0.3712,0.5638,-6.004,"AKR1B15"
7.038,-0.2847,-2.328,0.02247,0.08117,-3.821,"MTRF1"
9.073,-0.2848,-2.24,0.02791,0.09517,-4.007,"IFT27"
8.886,-0.2848,-2.265,0.02623,0.09114,-3.954,"PEMT"
13.39,-0.2848,-2.515,0.01395,0.05764,-3.407,"GDI1"
9.27,-0.2852,-1.558,0.1232,0.2745,-5.223,"ALDH6A1"
8.873,-0.2852,-2.063,0.04244,0.1286,-4.361,"CASP9"
4.862,-0.2853,-2.237,0.02813,0.09574,-4.013,"HNF1A"
8.97,-0.2853,-2.256,0.02683,0.09244,-3.973,"DDHD1"
11.08,-0.2854,-1.813,0.07357,0.191,-4.815,"MGLL"
8.494,-0.2854,-1.184,0.24,0.4286,-5.717,"TMCC2"
10.3,-0.2854,-1.897,0.06142,0.168,-4.667,"CNIH"
10.65,-0.2855,-2.794,0.006534,0.0334,-2.739,"UBE2E3"
7.347,-0.2855,-1.938,0.05616,0.1574,-4.594,"ZNF793"
8.147,-0.2857,-2.498,0.01456,0.05949,-3.445,"PANK3"
-0.7796,-0.2858,-1.689,0.09514,0.2281,-5.021,"KRT82"
3.415,-0.2858,-0.9664,0.3368,0.5352,-5.944,"LOC619207"
3.12,-0.2858,-1.416,0.1608,0.3288,-5.426,"C2orf84"
5.747,-0.2859,-1.868,0.06544,0.1759,-4.719,"GAN"
5.344,-0.286,-0.7606,0.4491,0.6355,-6.117,"LDB3"
8.386,-0.2861,-2.479,0.0153,0.06168,-3.488,"SS18L2"
9.462,-0.2862,-2.342,0.02173,0.07941,-3.792,"TIMM17B"
11.61,-0.2862,-2.35,0.02125,0.07817,-3.773,"TOP2B"
-0.5256,-0.2863,-1.423,0.1588,0.326,-5.417,"C3orf65"
10.28,-0.2865,-2.689,0.008748,0.04097,-2.997,"SMAP1"
6.366,-0.2865,-1.88,0.0638,0.1728,-4.699,"C10orf25"
9.44,-0.2865,-2.835,0.005824,0.03072,-2.636,"KLHL22"
9.335,-0.2865,-3.253,0.001679,0.01243,-1.516,"SRPK1"
8.774,-0.2866,-3.109,0.002612,0.0171,-1.917,"GTF2H4"
0.08252,-0.2867,-0.8942,0.3739,0.5666,-6.009,"FCRL5"
9.483,-0.2867,-2.361,0.02067,0.07662,-3.749,"KATNB1"
13.41,-0.2868,-1.236,0.2201,0.404,-5.656,"BAALC"
1.925,-0.2868,-0.7653,0.4464,0.6331,-6.113,"CYP2D6"
5.216,-0.2869,-1.717,0.08995,0.2198,-4.976,"RPSAP9"
-0.8078,-0.2869,-1.627,0.1076,0.249,-5.118,"ZNF479"
9.864,-0.2869,-2.646,0.009823,0.04437,-3.1,"NCAPH2"
1.329,-0.287,-1.487,0.1411,0.3008,-5.328,"APOBEC2"
13.86,-0.287,-1.626,0.108,0.2495,-5.121,"RPS11"
3.87,-0.2871,-0.643,0.5221,0.6999,-6.198,"STAT4"
10.96,-0.2873,-2.476,0.01543,0.06205,-3.496,"LSM4"
7.517,-0.2874,-1.737,0.08627,0.2135,-4.943,"STRN"
9.715,-0.2874,-2.09,0.03987,0.1234,-4.309,"CENPT"
12.79,-0.2875,-3.207,0.001939,0.01374,-1.647,"PPP2R1A"
4.544,-0.2875,-1.362,0.1771,0.3492,-5.498,"ANKRD19"
0.8807,-0.2875,-0.8534,0.396,0.5868,-6.044,"HIST1H2AL"
9.044,-0.2876,-0.8659,0.3891,0.5808,-6.033,"EPB49"
-0.7099,-0.2876,-1.861,0.06652,0.1782,-4.733,"FAM75A5"
10.68,-0.2876,-2.307,0.02365,0.08437,-3.865,"DIP2B"
10.31,-0.2876,-3.396,0.001073,0.009104,-1.108,"SLC25A36"
10.74,-0.2877,-2.157,0.03402,0.1101,-4.175,"C1orf21"
10.96,-0.2877,-2.708,0.008297,0.03964,-2.951,"VPS28"
10.13,-0.2877,-3.225,0.001831,0.01325,-1.595,"ZYG11B"
5.594,-0.2881,-1.661,0.1007,0.2378,-5.066,"ZNF625"
9.909,-0.2884,-3.96,0.0001628,0.002419,0.6291,"HMG20A"
6.421,-0.2884,-1.327,0.1882,0.3641,-5.543,"RDH13"
6.7,-0.2885,-2.933,0.004397,0.0249,-2.385,"C2orf86"
0.5017,-0.2886,-0.768,0.4448,0.6316,-6.111,"NKX2.8"
4.84,-0.2886,-1.5,0.1376,0.2958,-5.308,"MYLK4"
9.199,-0.2886,-2.668,0.009251,0.04265,-3.047,"FRG1"
7.062,-0.2887,-0.922,0.3594,0.5513,-5.984,"MYCL1"
11.28,-0.2887,-2.18,0.0322,0.1058,-4.128,"OGT"
9.677,-0.2888,-1.898,0.06138,0.168,-4.667,"SNHG6"
9.243,-0.2888,-2.054,0.04333,0.1305,-4.378,"ZNF445"
12.38,-0.2889,-2.812,0.0062,0.03211,-2.692,"ARPP19"
10.75,-0.289,-4.273,5.346e-05,0.001115,1.666,"SLC30A9"
8.707,-0.2891,-2.544,0.01289,0.05442,-3.339,"NHEDC2"
-0.6292,-0.2891,-1.85,0.06801,0.1808,-4.751,"NPS"
