"baseMean","log2FoldChange","stat","pvalue","padj","B","symbol"
10.33,0.006558,0.07352,0.9416,1,-6.398,"TAF9"
7.086,0.006524,0.05786,0.954,1,-6.399,"H3F3C"
-0.7892,0.006513,0.05659,0.955,1,-6.399,"LOC731779"
10.22,0.006492,0.06835,0.9457,1,-6.399,"CDS2"
10.32,0.006481,0.04258,0.9661,1,-6.4,"SPPL2B"
10.89,0.006462,0.09225,0.9267,0.9924,-6.397,"ZFP91"
-0.8111,0.006459,0.05991,0.9524,1,-6.399,"PSAPL1"
-0.9245,0.006453,0.107,0.9151,0.9846,-6.395,"DUPD1"
5.008,0.006438,0.05137,0.9592,1,-6.4,"SATL1"
6.958,0.006399,0.05357,0.9574,1,-6.4,"PTENP1"
1.204,0.006385,0.02341,0.9814,1,-6.401,"KLHL38"
11.33,0.006384,0.06756,0.9463,1,-6.399,"SH3GL1"
9.602,0.006348,0.06766,0.9462,1,-6.399,"MTMR1"
-0.9729,0.00634,0.1614,0.8722,0.9572,-6.388,"ZP4"
-0.9737,0.006286,0.1648,0.8695,0.9556,-6.388,"UBTFL1"
-0.822,0.006256,0.06037,0.952,1,-6.399,"NHEG1"
8.946,0.006155,0.04588,0.9635,1,-6.4,"POLH"
5.875,0.006126,0.01035,0.9918,1,-6.401,"KCNE1L"
9.781,0.006091,0.04648,0.963,1,-6.4,"UPF3A"
-0.9804,0.006087,0.2092,0.8348,0.9323,-6.379,"GOLGA8F"
9.846,0.00607,0.05362,0.9574,1,-6.4,"WDR41"
-0.9562,0.00607,0.1154,0.9084,0.9799,-6.394,"CYP11B1"
7.427,0.006067,0.02463,0.9804,1,-6.401,"SOX15"
10.05,0.006059,0.06771,0.9462,1,-6.399,"ARL5A"
-0.9454,0.005926,0.1069,0.9152,0.9846,-6.395,"ATXN3L"
11.4,0.005908,0.05887,0.9532,1,-6.399,"SFRS11"
11.18,0.005894,0.0739,0.9413,1,-6.398,"TM9SF3"
10.04,0.005823,0.06057,0.9519,1,-6.399,"SNRPA"
1.088,0.005822,0.02243,0.9822,1,-6.401,"OCLM"
-0.9743,0.005777,0.1552,0.8771,0.9605,-6.389,"OR5T1"
3.278,0.005768,0.01373,0.9891,1,-6.401,"OTOF"
0.6199,0.00571,0.02007,0.984,1,-6.401,"HIST1H2BF"
-0.9762,0.005698,0.1646,0.8697,0.9556,-6.388,"ACTRT2"
8.826,0.005683,0.05204,0.9586,1,-6.4,"FUNDC1"
6.364,0.005663,0.02956,0.9765,1,-6.4,"GIPC3"
2.337,0.005645,0.01102,0.9912,1,-6.401,"BARX1"
6.784,0.005612,0.05264,0.9582,1,-6.4,"C21orf70"
10.13,0.005587,0.06211,0.9506,1,-6.399,"AKT1S1"
9.953,0.005526,0.06134,0.9512,1,-6.399,"PRKAB1"
10.58,0.005516,0.08111,0.9356,0.998,-6.398,"USP4"
10.48,0.005508,0.06838,0.9457,1,-6.399,"TARS"
8.121,0.005501,0.07392,0.9413,1,-6.398,"PURA"
0.1284,0.005451,0.01488,0.9882,1,-6.401,"CALCA"
9.205,0.005354,0.05661,0.955,1,-6.399,"ZNF213"
-0.9353,0.005341,0.09102,0.9277,0.9929,-6.397,"KRTAP5.5"
6.621,0.005269,0.03778,0.97,1,-6.4,"SASS6"
5.232,0.005254,0.01183,0.9906,1,-6.401,"BDNF"
0.6771,0.005221,0.01964,0.9844,1,-6.401,"C22orf43"
10.89,0.005176,0.03794,0.9698,1,-6.4,"TMEM219"
10.8,0.005166,0.1022,0.9189,0.9869,-6.396,"SRP68"
-0.07056,0.005128,0.02504,0.9801,1,-6.401,"WNT8B"
8.238,0.00511,0.04099,0.9674,1,-6.4,"GTF2IRD2P1"
11.89,0.005099,0.02391,0.981,1,-6.401,"TRIM9"
9.612,0.005098,0.0524,0.9583,1,-6.4,"RABGGTB"
9.44,0.005087,0.02911,0.9769,1,-6.401,"PPP1R12B"
10.62,0.005058,0.04171,0.9668,1,-6.4,"FBL"
8.566,0.005014,0.01539,0.9878,1,-6.401,"ADAM19"
7.691,0.004989,0.02151,0.9829,1,-6.401,"ATP10A"
-0.9537,0.004954,0.0887,0.9295,0.9938,-6.397,"OR2M3"
11.3,0.004932,0.04817,0.9617,1,-6.4,"MED29"
10.27,0.004883,0.0484,0.9615,1,-6.4,"DCAF5"
5.256,0.004843,0.008076,0.9936,1,-6.401,"HOXD9"
7.953,0.004821,0.05493,0.9563,1,-6.399,"ZNF287"
7.802,0.004791,0.02894,0.977,1,-6.401,"LOC401431"
3.788,0.004769,0.01177,0.9906,1,-6.401,"ADM2"
10.34,0.004757,0.02742,0.9782,1,-6.401,"KIAA1147"
10.04,0.004752,0.03291,0.9738,1,-6.4,"ZNF853"
8.72,0.004694,0.04469,0.9645,1,-6.4,"ZMYND19"
10.33,0.004615,0.04078,0.9676,1,-6.4,"TINF2"
-0.9755,0.004608,0.1297,0.8972,0.9726,-6.393,"OR10G4"
-0.9737,0.004593,0.121,0.904,0.977,-6.394,"KRTAP20.2"
-0.7764,0.004589,0.04071,0.9676,1,-6.4,"FIGLA"
9.835,0.004586,0.01777,0.9859,1,-6.401,"MTHFD2"
-0.9768,0.004494,0.1329,0.8946,0.971,-6.392,"CLEC2A"
9.513,0.004453,0.03827,0.9696,1,-6.4,"KIAA0355"
10.49,0.004235,0.05389,0.9572,1,-6.399,"RBM22"
3.969,0.004231,0.01478,0.9882,1,-6.401,"POMC"
10.18,0.004136,0.0502,0.9601,1,-6.4,"TSR1"
9.568,0.004044,0.03976,0.9684,1,-6.4,"LETMD1"
10.31,0.004024,0.0313,0.9751,1,-6.4,"MEGF9"
10.45,0.003882,0.03544,0.9718,1,-6.4,"KIAA0892"
-0.8671,0.003879,0.03775,0.97,1,-6.4,"OR52D1"
10.41,0.003877,0.0464,0.9631,1,-6.4,"KIAA0141"
9.462,0.003808,0.04927,0.9608,1,-6.4,"GZF1"
-0.8148,0.003789,0.03707,0.9705,1,-6.4,"SSX2"
13.07,0.003782,0.03324,0.9736,1,-6.4,"EIF4A1"
8.393,0.003761,0.01313,0.9896,1,-6.401,"FAM198A"
-0.5465,0.003743,0.01987,0.9842,1,-6.401,"B3GNT3"
7.959,0.003741,0.04363,0.9653,1,-6.4,"WDR89"
9.939,0.003731,0.04713,0.9625,1,-6.4,"NPRL3"
8.788,0.003689,0.02656,0.9789,1,-6.401,"C8orf59"
-0.9746,0.003674,0.1001,0.9205,0.9881,-6.396,"C22orf33"
2.85,0.003567,0.009899,0.9921,1,-6.401,"INHBE"
-0.8761,0.00346,0.03567,0.9716,1,-6.4,"CMA1"
11.73,0.0034,0.02437,0.9806,1,-6.401,"MYL12B"
5.906,0.003379,0.02429,0.9807,1,-6.401,"C1orf190"
8.694,0.003371,0.02495,0.9802,1,-6.401,"FAM179B"
9.12,0.003342,0.02446,0.9805,1,-6.401,"LOC388789"
10.75,0.003191,0.03885,0.9691,1,-6.4,"TNFAIP1"
9.379,0.003158,0.04192,0.9667,1,-6.4,"KIAA0406"
11.97,0.003135,0.02479,0.9803,1,-6.401,"EIF3I"
-0.4617,0.003091,0.01744,0.9861,1,-6.401,"TSPO2"
10.24,0.002893,0.02441,0.9806,1,-6.401,"DOCK4"
9.703,0.002879,0.02978,0.9763,1,-6.4,"HELZ"
9.524,0.002878,0.01855,0.9852,1,-6.401,"SMC2"
-0.802,0.00287,0.02891,0.977,1,-6.401,"DYTN"
-0.9746,0.002788,0.07598,0.9396,0.9998,-6.398,"SPINK7"
-0.9746,0.002788,0.07598,0.9396,0.9998,-6.398,"TAS2R39"
9.648,0.002709,0.01506,0.988,1,-6.401,"C19orf48"
-0.1611,0.002487,0.0133,0.9894,1,-6.401,"OR5K2"
9.395,0.002449,0.03113,0.9752,1,-6.4,"RPS6KB1"
0.7443,0.002323,0.007002,0.9944,1,-6.401,"GPR174"
10.04,0.002289,0.0285,0.9773,1,-6.401,"THUMPD3"
7.047,0.002288,0.01637,0.987,1,-6.401,"L3MBTL3"
10.91,0.002261,0.02171,0.9827,1,-6.401,"SLC25A39"
11.9,0.002183,0.01448,0.9885,1,-6.401,"ID2"
-0.8991,0.00215,0.02793,0.9778,1,-6.401,"NLRP5"
9.725,0.002132,0.01538,0.9878,1,-6.401,"RIMKLB"
-0.9254,0.002125,0.03057,0.9757,1,-6.4,"CLDN17"
11.53,0.002077,0.02832,0.9775,1,-6.401,"UBE2V1"
8.725,0.002065,0.02197,0.9825,1,-6.401,"IQCB1"
10.11,0.00205,0.02965,0.9764,1,-6.4,"ARIH1"
8.62,0.002013,0.01893,0.9849,1,-6.401,"DTNBP1"
10.79,0.002001,0.01242,0.9901,1,-6.401,"SMAP2"
8.463,0.001981,0.01403,0.9888,1,-6.401,"HERC3"
2.556,0.001957,0.005233,0.9958,1,-6.401,"ABCC11"
-0.9514,0.00194,0.04005,0.9682,1,-6.4,"OR12D3"
-0.9768,0.001935,0.0576,0.9542,1,-6.399,"TMEM30C"
-0.9755,0.001934,0.05458,0.9566,1,-6.399,"KRT24"
-0.9755,0.001934,0.05458,0.9566,1,-6.399,"TAAR2"
9.757,0.001896,0.009703,0.9923,1,-6.401,"IL17RD"
-0.9746,0.001872,0.05104,0.9594,1,-6.4,"CFHR2"
10.34,0.001854,0.01568,0.9875,1,-6.401,"KIAA0664"
10.81,0.001836,0.008074,0.9936,1,-6.401,"BMP7"
9.681,0.001829,0.01859,0.9852,1,-6.401,"PPIE"
6.451,0.00178,0.01634,0.987,1,-6.401,"ZNF836"
-0.955,0.001662,0.03701,0.9706,1,-6.4,"OR2AT4"
-0.8255,0.00163,0.01595,0.9873,1,-6.401,"OR2C3"
0.5477,0.001566,0.004529,0.9964,1,-6.401,"RAD51AP2"
8.766,0.001525,0.01535,0.9878,1,-6.401,"NVL"
10.06,0.001346,0.01049,0.9917,1,-6.401,"SRA1"
-0.9765,0.00134,0.03942,0.9687,1,-6.4,"AOX2P"
-0.9188,0.001256,0.01487,0.9882,1,-6.401,"PDILT"
10.97,0.001218,0.01178,0.9906,1,-6.401,"RHOQ"
12.77,0.001217,0.01209,0.9904,1,-6.401,"MAT2A"
9.476,0.001217,0.007275,0.9942,1,-6.401,"TIAM1"
7.992,0.00121,0.002751,0.9978,1,-6.401,"HIF3A"
-0.9771,0.00119,0.03585,0.9715,1,-6.4,"OR2B3"
10.43,0.00119,0.006325,0.995,1,-6.401,"KANK1"
8.172,0.001178,0.01052,0.9916,1,-6.401,"CDC37L1"
9.899,0.0009822,0.008539,0.9932,1,-6.401,"MED1"
12.46,0.0009571,0.01558,0.9876,1,-6.401,"CAPRIN1"
6.144,0.0009506,0.005267,0.9958,1,-6.401,"PRSS27"
9.798,0.0008898,0.009631,0.9923,1,-6.401,"BRD7"
-0.9756,0.0008725,0.02473,0.9803,1,-6.401,"OR6K3"
-0.9515,0.0008711,0.01801,0.9857,1,-6.401,"PIP"
7.809,0.0008665,0.009708,0.9923,1,-6.401,"ORAOV1"
9.428,0.0008514,0.007522,0.994,1,-6.401,"RASA1"
-0.908,0.0008419,0.01206,0.9904,1,-6.401,"GUCA2A"
-0.9777,0.0008328,0.02575,0.9795,1,-6.401,"ADAM2"
-0.9777,0.0008328,0.02575,0.9795,1,-6.401,"KRTAP9.2"
8.975,0.0008263,0.008669,0.9931,1,-6.401,"TMEM11"
-0.9774,0.0007904,0.0241,0.9808,1,-6.401,"OR13C3"
7.905,0.0007503,0.003893,0.9969,1,-6.401,"SLC45A1"
6.95,0.0006478,0.002364,0.9981,1,-6.401,"RAD54L"
9.129,0.0006268,0.008261,0.9934,1,-6.401,"LOC144438"
-0.9519,0.0005745,0.012,0.9905,1,-6.401,"RNASE8"
6.676,0.0005529,0.003584,0.9971,1,-6.401,"PRDM5"
11.13,0.0005525,0.003696,0.9971,1,-6.401,"RERE"
6.652,0.0005244,0.002927,0.9977,1,-6.401,"CCNJL"
7.128,0.0004967,0.002631,0.9979,1,-6.401,"RASA4P"
13.34,0.0004891,0.004876,0.9961,1,-6.401,"GTF2IP1"
10.4,0.0004668,0.005138,0.9959,1,-6.401,"DYRK1A"
1.104,0.0004371,0.001719,0.9986,1,-6.401,"SLC22A1"
-0.3531,0.0003861,0.001935,0.9985,1,-6.401,"NLRP7"
9.051,0.0003852,0.003076,0.9976,1,-6.401,"EBP"
10.13,0.0002793,0.001665,0.9987,1,-6.401,"GPR137B"
9.819,0.0002676,0.0009654,0.9992,1,-6.401,"LONRF2"
-0.9767,0.0002347,0.006964,0.9945,1,-6.401,"XAGE3"
10.6,0.0001554,0.0012,0.999,1,-6.401,"TRMT112"
2.895,0.0001214,0.0005323,0.9996,1,-6.401,"FLJ10213"
-0.9759,0.0001147,0.003295,0.9974,1,-6.401,"TTTY18"
11.09,9.701e-05,0.0008447,0.9993,1,-6.401,"PSMA1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"ACTL9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"ADAD1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"AFM"
-1,4.965e-17,6.085e-15,1,1,-6.401,"APCS"
-1,4.965e-17,6.085e-15,1,1,-6.401,"ARHGEF38"
-1,4.965e-17,6.085e-15,1,1,-6.401,"ASZ1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"BASE"
-1,4.965e-17,6.085e-15,1,1,-6.401,"BCYRN1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"BEYLA"
-1,4.965e-17,6.085e-15,1,1,-6.401,"C10orf40"
-1,4.965e-17,6.085e-15,1,1,-6.401,"C11orf40"
-1,4.965e-17,6.085e-15,1,1,-6.401,"C11orf64"
-1,4.965e-17,6.085e-15,1,1,-6.401,"C13orf28"
-1,4.965e-17,6.085e-15,1,1,-6.401,"C20orf71"
-1,4.965e-17,6.085e-15,1,1,-6.401,"C21orf54"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CALML5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CDX4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CDY1B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CDY1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CDY2B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CGB1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CLDN22"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CPN1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CSH1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CSH2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CSHL1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CSN1S2A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CSN3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CST8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CT47A10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CT47A11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CT47A1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CT47A6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CT47A7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CTSL3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CXorf51"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CXorf61"
-1,4.965e-17,6.085e-15,1,1,-6.401,"CYLC2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DAOA"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB104A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB105A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB106A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB107A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB108B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB110"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB112"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB113"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB114"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB115"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB116"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB121"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB122"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB127"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB128"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB129"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB130"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB134"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB135"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DEFB136"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DNAJB3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"DSCR10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FAM24A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FAM41AY1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FAM47B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FAM71B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FAM99A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FAM99B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FGF4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FKSG73"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FLJ25363"
-1,4.965e-17,6.085e-15,1,1,-6.401,"FTLP10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GAGE12F"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GAGE13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GAGE2B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GAGE2E"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GDEP"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GH2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GLYCAM1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GOT1L1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GPHB5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GSTA5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"GUCY2GP"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HBII.52.24"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HBII.52.27"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HBII.52.28"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HBII.52.45"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HBII.52.46"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HIST1H2AA"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HTN1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"HTN3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"IFNA16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"IL1F6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"IQCF5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRT26"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRT28"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRT76"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP10.10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP10.12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP10.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP10.9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP12.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP12.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP12.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP12.4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP13.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP15.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP19.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP19.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP19.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP19.5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP19.6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP19.7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP2.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP2.4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP20.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP20.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP20.4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP22.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP23.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP24.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP25.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP4.5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP6.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP6.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"KRTAP6.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE1A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE2C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE2D"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE3B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE3C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE3D"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE3E"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE4A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LCE6A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LIPK"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC100169752"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC100287704"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC255025"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC286094"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC286135"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC340094"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC340357"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC360030"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LOC650293"
-1,4.965e-17,6.085e-15,1,1,-6.401,"LRRC30"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MAGEB10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MAGEB18"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MAS1L"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MBD3L5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MRGPRG"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MRGPRX1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MS4A13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MS4A5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"MT1B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"NCRNA00111"
-1,4.965e-17,6.085e-15,1,1,-6.401,"NCRNA00112"
-1,4.965e-17,6.085e-15,1,1,-6.401,"NCRNA00113"
-1,4.965e-17,6.085e-15,1,1,-6.401,"NLRP8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"NMS"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OPN1LW"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10A5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10A6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10A7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10AG1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10G3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10G8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10H3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10H4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10K1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10P1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10S1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10T2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10X1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR10Z1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR11G2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR11H1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR13G1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR13H1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR14A16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR1A1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR1I1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR1S1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR1S2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2A2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2F2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2G2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2G3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2M2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2M7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2T11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2T1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2T29"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2T34"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2T35"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2W1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2W5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2Y1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR2Z1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4A15"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4A5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4C12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4C13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4C16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4C3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4C45"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4C46"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4D10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4D11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4D2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4D5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4D6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4D9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4E2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4F5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4K13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4K14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4K15"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4K17"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4P4"
